pathway	description	QA_23_C	QA_25_600	QA_25_300	QA_24_600	QA_23_600	QA_24C	QA_25C	QA_24_300	QA_23_300	X_1_1C	X_2_1C	X_3_1C	X_4_1C	X_5_1C	Q1C11
P124-PWY	Bifidobacterium shunt	29368.65656859732	125688.72632613828	72258.88852291818	56581.75080857169	78716.60524932519	54991.454858353485	60089.16067081493	28875.65768913152	40320.682656359866	7615.1990655536765	7901.051373038569	7068.290682318404	4588.079424543277	12984.896686196911	23572.066686975457
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	2009.5386614836327	5288.287590002256	3041.5732302175243	2482.590039834236	3886.606624442149	2950.9906263283524	3064.052038633224	1358.2455785188938	2170.2485814762467	1850.3592659256035	2602.6821203811837	3519.949701178832	1931.6929878927936	4430.147629892715	3471.255731701794
P161-PWY	acetylene degradation	83923.56166464949	338334.0606394599	198321.8222209069	160736.41660012677	223509.84722589003	170875.05254760786	159839.24607803306	97665.19844270348	122416.43354624564	20756.33406438262	14041.116097464195	26532.712601901618	20858.43810497628	34797.60826503805	69497.52281640837
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	0.0	0.0	0.0	0.0	17.477461659293397	0.0	0.0	8.817221750030779	0.0	3472.482224986305	1506.7938936769872	2167.716749757752	2258.289644665973	3749.976709805721	9.554139987936477
P163-PWY	L-lysine fermentation to acetate and butanoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1932.643128501121	1433.8301405669304	2545.7116623939664	641.6080767349039	4269.341261768857	0.0
P164-PWY	purine nucleobases degradation I (anaerobic)	1113.7246931093223	2005.125384421264	2663.1016034762083	1410.5327325352723	1826.843474585108	2235.2296020002905	2344.863786745414	1237.8790033662333	1815.9096251534709	15023.158229384211	13643.193247778474	16424.417448234286	16104.92925326524	18434.752572922254	1601.2753668881976
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1106.2615164384167	283.58440031035667	0.0	684.7743992457741	476.3189302082238	0.0
P221-PWY	octane oxidation	476.1145364107586	218.78655997685672	377.8716491672119	636.164823426815	553.0612381512215	1145.6401204049305	462.9831454008419	519.0159768651134	488.2789187521352	1243.6150439512296	5182.500082726122	2112.780786537445	2788.8590984975312	1722.2465160348763	1931.3213099077996
P23-PWY	reductive TCA cycle I	172.29623193416566	564.0358714804212	342.2038739861593	464.751282702139	360.7017667498253	564.142389111142	434.571973842949	302.4865076593915	314.59673622264506	21220.10745213108	16592.850698582264	18340.32662394016	20921.80150098919	26312.704151345104	1376.077391951382
P241-PWY	coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.395534801935077	0.0	0.0	15.853455794741071	2.091280481379957	0.0
P261-PWY	coenzyme M biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.79647678534509	9.935905806536084	79.09600264075664	0.0
P281-PWY	3-phenylpropanoate degradation	248.66699948198595	32.43094703171701	70.99870188334371	189.55357701815345	148.79599734835753	309.0064728361364	56.15417431751122	56.971260949948345	56.07901687827376	1993.4628451404728	1512.6649417189046	1274.976556963932	2885.9897661648674	2035.5209682705452	806.4852326846909
P341-PWY	glycolysis V (Pyrococcus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.48112716143621	37.46596148582527	74.91372164435214	0.0	45.79689849957622	0.0
P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	0.0	0.0	101.74813629780648	0.0	67.0169007496205	0.0	63.03204265572623	32.659141727768294	0.0	4488.28230864536	3121.475296154425	4686.5454997723655	6711.373019130557	5537.8056210282975	26.014090330909312
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	11123.08296136008	13200.30946294932	16241.922494166334	11157.9628364141	13291.880471265256	20408.579278705198	17071.150673137206	10031.93945925068	12464.87877778712	24151.109232020804	18083.497196993118	25918.58350817927	22975.39873714844	32117.01829785623	27932.55726431199
P42-PWY	incomplete reductive TCA cycle	3249.0276849394336	4314.786445048253	4952.356708197016	3431.799022270753	5077.059398719279	5283.623154300696	4726.4596539279255	2736.711404553057	4372.2236481112695	29013.43978870908	21272.200536661505	29915.97990048556	27217.18960848735	35958.975810880926	6787.691899470285
P441-PWY	superpathway of N-acetylneuraminate degradation	31415.15891013585	103068.10703059136	72968.41767104961	60823.14829280124	85322.75638625582	68475.41133701193	54775.0951577044	38870.32992200852	51682.783070800826	7255.507200532115	6344.994574182539	12223.182438443757	12313.565430064762	12878.09844284327	25625.67598074252
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	12649.40031032137	57158.63369323794	40642.04777116882	33114.12303818746	44876.61826920489	27574.022327219736	29983.04105723776	16396.29873821017	21704.523277634507	6491.54425429937	5095.461022785608	7574.906588955244	8749.69895932988	9059.46487857688	19887.32589302619
P562-PWY	myo-inositol degradation I	589.6540801783723	316.3017095651263	571.1642708196682	738.8334693409929	677.4790725257569	1225.5034100469763	752.5485460858557	574.2190297283373	717.0276909659395	3918.9952376852616	4693.697655144679	3962.717370699672	6525.658116663014	5605.646253368976	2132.237932572103
P621-PWY	nylon-6 oligomer degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.6004370430844	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	phosphopantothenate biosynthesis I	4774.709038145488	5361.229189429158	7677.718705004564	4603.67057510826	8932.112612895067	11885.164996590982	8331.408177487814	5135.394845570266	6734.531968637717	23895.39593760546	16702.702482918485	25725.272729070544	20978.650802927867	29817.23871689816	14946.973891596605
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	6855.9185913864085	7950.486040909016	11214.99101298044	6769.325237041891	12976.320775553042	16937.12028196766	12052.907539717948	7411.604789326613	9685.006393761085	24175.865409095	17448.173563534692	26991.15276394052	22271.760294150496	32573.149505703463	19452.77342253054
PENTOSE-P-PWY	pentose phosphate pathway	16119.87381248103	52354.13884733468	32588.474692014745	26750.79030140696	31582.80050440332	31075.85406266935	27422.86479491445	18184.42828120953	24496.01524034929	20809.02466559276	16159.823923410802	18220.339605939495	20417.067134010176	26263.786753606204	23884.08948360958
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	61735.7167529138	250733.93884713427	147896.17486336816	118125.7145365032	164547.29330391044	126200.88753930932	118287.391640827	72026.68319231976	92682.71594916323	32276.78933253516	22273.39377956526	35959.508795364134	26804.21075664574	41884.09447679774	51016.01759740694
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	65082.42003151506	266645.3116291931	157481.81223623588	126053.21070215775	175251.1585452335	133573.50893577296	125290.61284294332	76448.49244687846	98193.93813538551	35674.28915099114	25520.940223084854	38975.18938187422	29239.06837385371	47014.20355345186	54542.67109004116
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	367.0950015235257	244.42987051260775	297.9171281259618	241.29271590049453	331.4779731265895	654.7664411990403	518.1205825991327	240.80537705216173	316.3595095197507	4902.481441600117	4323.193234864008	4890.812622707924	4159.395558807295	6067.664804341666	1229.1129252668911
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	1131.452367406903	960.4460860000536	2404.6601181965266	1015.6282200252698	964.0415055931658	2298.26164596034	2485.013405596308	1277.262148200297	1479.7714098131692	9245.33314662602	7912.355143268326	11169.216998058826	10866.47198632519	12630.60057564928	4635.707098667509
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	57617.80150985032	235011.74094757604	138456.77114866817	110684.07288510604	154208.60445120456	118126.96602809004	110590.5537604238	67508.39022857184	86873.36484367783	23106.766503742823	16295.901787653664	22462.85134752897	21709.25948837929	26091.859370111742	46142.09189353885
PPGPPMET-PWY	ppGpp biosynthesis	2841.2599201457697	1158.12843863468	2976.0128203637896	2246.722068726449	2449.225841148301	4714.362553437475	3484.352060694543	2227.989619603523	2797.117024065461	8095.193578289393	5076.359313474442	7479.266787801161	13464.28638018716	9763.737868420223	14700.442707594986
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	732.4958087583575	394.9290714312858	524.1552493351818	890.2807894388459	576.088851853339	1808.2507057480027	602.9113456724816	762.073188677767	622.7142874947008	5386.217214329434	7320.369146166138	4339.319255824066	7581.130293165793	6360.282131391543	2673.1591890650307
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	16710.42570638979	14654.374627509656	20760.11758592445	16967.19046503558	20378.863358091698	29682.374808850785	22793.946358785743	14422.063888554794	18371.48100687453	25274.477939668253	18682.1904942845	25624.001270077817	23764.074032789475	32880.0235763819	38291.9268518882
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1690.9221113151416	1316.546108475088	2490.9081098264933	1445.5950697637536	1536.8977268945307	3094.58518941952	2621.594143027294	1553.8475732064285	1885.7467218463623	14833.050363361135	10663.116274763252	14050.357313420292	16418.50965345957	12919.76543053777	8998.116957647864
PWY-1361	benzoyl-CoA degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.11563521210064	58.94742260047239	0.0	125.9444853843006	634.5491200321208	0.0
PWY-1422	vitamin E biosynthesis (tocopherols)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.4036938468885	11.713525517401653	50.9279492399364	0.0
PWY-1501	mandelate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.5647142435373	0.0	0.0
PWY-1541	superpathway of taurine degradation	0.0	0.0	5.993945882764908	0.0	0.0	0.0	0.0	0.0	0.0	597.0867614288571	1362.3027162782382	606.0987221796283	922.2113413246072	805.1562095898528	0.0
PWY-1622	formaldehyde assimilation I (serine pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1223.560447805345	2081.7295790200933	1632.6305547910931	1137.565026319517	529.3184010168179	0.0
PWY-181	photorespiration	0.0	94.92108096970551	23.93814243256959	0.0	0.0	21.33025894080201	47.83759863346365	0.0	0.0	7953.574179776582	11719.04162867996	9403.626873165967	9148.994033413695	8660.146436994475	0.0
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	3175.941053159131	2266.276734745757	2143.338531116864	2382.033896278284	2626.070850129244	5498.627121111142	4137.101410127352	1284.7563958479343	1389.4409915810656	1653.8095093576387	3076.0984080173944	6585.620899994574	8554.733228427973	6134.047944220054	2792.9273331999216
PWY-1882	superpathway of C1 compounds oxidation to CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.797703388996013	0.0	14.389822767549926	68.79590493129092	0.0
PWY-2941	L-lysine biosynthesis II	25201.219344958958	115397.68608920576	66474.99663012731	53025.04580333494	70677.27811389709	50225.49469875763	54062.5297745187	27231.09166157878	36094.56244428411	10257.858547618933	3244.090743844071	7815.616854339828	4468.148529587916	12143.536343177737	30641.295455929263
PWY-2942	L-lysine biosynthesis III	56319.5335347511	223872.0620618526	132340.98767704392	105515.63403609832	147517.61205147227	114831.36720930944	107122.10333641118	65077.01036027341	83477.60308725273	35035.12085993548	25086.3013736918	39438.4402283048	30956.610502183325	46234.62102086143	48332.23195252872
PWY-3001	superpathway of L-isoleucine biosynthesis I	55695.58710636083	221522.6595479241	131285.37576071738	104349.00793057904	145603.6465188409	112751.58661888078	106257.78412506115	65048.3076984049	81666.8788484391	34604.43775942932	25057.583828144863	39509.40541610133	30705.354085197872	44801.64172902457	48449.65548053388
PWY-3661	glycine betaine degradation I	0.0	0.0	7.473029863443915	0.0	0.0	0.0	0.0	0.0	0.0	4592.393805892173	3087.685104793737	3570.4023485012835	6750.489051466842	3586.892558323985	0.0
PWY-3781	aerobic respiration I (cytochrome c)	2027.3396698036772	2441.4966439679065	1780.8958238983912	1659.6094205644445	2077.529863645212	2641.9141967332484	2422.4841169335173	964.101232467694	1422.504122102542	48770.58204130104	39633.23471317789	42201.24983161919	45865.29129517348	61371.82218785353	5744.563237542938
PWY-3801	sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.37958674208558	0.0
PWY-3941	&beta;-alanine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.9974992394146	0.0	0.0	5.452199062624599	0.0	0.0
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.53709557845181	192.019518519086	992.0063896881034	621.3938925673485	1962.303236420868	279.29598675720143
PWY-4722	creatinine degradation II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.70167679521495	1308.0054202303295	612.9674645677585	1155.2172614785195	0.0	0.0
PWY-4984	urea cycle	481.1017062531355	7830.711174623468	1994.174173198645	3173.291074643995	2526.0283758630467	1453.207942901411	1803.3117867378976	606.7641833575557	846.8800705416845	7302.355342047282	8452.637693717372	8024.01816301787	10128.817273424707	11487.831127478845	959.9045130063884
PWY-5005	biotin biosynthesis II	38.511308263682224	374.7735160285311	246.2777417051805	8.374092006578865	56.40038103882903	68.79721410036326	283.1768030562776	21.4510518005544	58.96814121548187	304.45480135255934	140.30449929555724	545.739833249785	916.7098871117032	399.6877859929344	40.69884353145947
PWY-5022	4-aminobutanoate degradation V	460.3546693722579	426.6291373300275	547.3563746495283	413.0059243877115	501.1729299244122	818.8010340886757	621.8076040301612	257.1937495228158	458.1254020711027	6599.186448057336	4794.259231342358	4829.189055143318	6391.9811057622965	9958.479918986915	2528.7180084966963
PWY-5028	L-histidine degradation II	511.482565028052	240.9436569412287	610.5094774746044	482.6282235921437	408.8682546946925	979.8854008763204	810.0580522480186	485.0856735979074	599.0246916104426	3021.2814351438665	3953.851148164173	2268.773611175983	4241.303960899695	1726.4248485706598	2147.2112833851343
PWY-5088	L-glutamate degradation VIII (to propanoate)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	896.0743685337718	749.2630192212697	242.389289564754	0.0	826.1392382693325	0.0
PWY-5097	L-lysine biosynthesis VI	23424.004683169773	107897.68335080748	62100.47054884084	49518.31062046641	65787.10039215913	46589.96710201419	50574.32299095538	25186.41137518709	33448.56799095515	34156.359753833305	24196.682030741264	38283.04702550928	29833.32286142115	44637.36022760883	29867.374751921296
PWY-5100	pyruvate fermentation to acetate and lactate II	64818.53700663752	262223.0799394825	153885.92768162742	123281.46504791008	172823.29142274373	131832.71884542404	123961.91099967391	74570.01466723773	96685.76704820484	26459.02837149167	18261.064018253102	33516.14879878805	21786.515250321176	37346.526447084616	52018.86825349296
PWY-5101	L-isoleucine biosynthesis II	63624.79699834315	251317.9723790468	146972.03763481948	117701.8696348261	164742.48942475228	127931.68979483464	120620.77525843316	74310.21185486211	90156.5498788643	43657.72107345908	34506.794395520104	48308.10625615936	40948.59138418404	54163.19280318711	55819.26757030999
PWY-5103	L-isoleucine biosynthesis III	53252.99101037014	211153.15852274763	123997.07191324176	98028.62514058869	137174.055885826	106972.1288817115	101515.21291554552	62320.88532095149	76650.86913106173	34685.77864562976	26448.05456710515	39395.81662848995	31357.82723876669	44219.530896033066	46580.73035699911
PWY-5104	L-isoleucine biosynthesis IV	5963.899403223595	9590.950416400994	7849.174567147144	5680.360092447984	10513.21392118296	7955.836662896036	7199.865296031672	4593.506519470996	7758.600019237714	38746.29231215076	26988.094186171915	44782.30743165373	31640.84314401848	49255.70555910669	14055.198358815547
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	3529.0586101801878	2707.6442682742736	5417.088348205576	3383.461002903107	3336.2768216369063	6770.597391074793	5523.627405996626	3389.0859207531385	4007.367319318622	30226.241468423537	20548.673344305276	32812.08883351254	23149.3369400772	38840.08871122069	13967.564423754458
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	6526.794416796111	6601.754704769483	8700.889104834108	5642.247297152835	8188.249061932817	9315.217357438243	8840.352689475396	4678.982325363737	6928.350642516868	14663.58900853427	11347.803762125712	15656.103727506566	19277.285003779554	18881.77303837848	18072.36972960081
PWY-5177	glutaryl-CoA degradation	88.95560083159334	0.0	0.0	0.0	141.62400740158705	171.94148456514827	0.0	53.59882222148092	162.94978850619827	3777.999879516886	1256.669001390345	2064.9311853181075	2678.291983646292	3036.0912439494805	101.61869184546356
PWY-5178	toluene degradation IV (aerobic) (via catechol)	345.1358479080941	37.790533376066776	234.7171478508819	478.30510346737327	161.58378505112668	738.8062474314618	204.67957333051825	276.627918343024	158.80047902667908	410.1958539309287	1298.658044093042	720.3158072427142	944.0411718393754	823.5465638380425	1182.0098544805085
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	823.3133986519791	766.2845717302896	2061.6855322763454	1039.8570437970786	545.070578942048	2790.7624700706524	1833.850171908328	1552.4567342503187	1118.6841674996256	2889.3590454566206	2315.720336544914	1956.785225406452	2752.748699914083	4721.630093349171	4537.1260772076575
PWY-5181	toluene degradation III (aerobic) (via p-cresol)	442.4966967245359	221.43645791920525	368.9933091083677	569.365323538115	292.2542023461397	983.1951076376424	390.08401964530776	458.8691238176903	413.0563075263704	1075.3242908035074	1472.415447307847	1805.1734182828477	2850.802723778327	2640.544791008512	1651.9969469171008
PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	823.3133986519791	766.2845717302896	2061.6855322763454	1039.8570437970786	545.070578942048	2790.7624700706524	1833.850171908328	1552.4567342503187	1118.6841674996256	2889.3590454566206	2315.720336544914	1956.785225406452	2752.748699914083	4721.630093349171	4537.1260772076575
PWY-5183	superpathway of aerobic toluene degradation	278.63671750384555	0.0	214.6344481182801	382.58079194737365	180.82464602282084	753.3290560695843	225.66582487387493	305.75496945352074	183.1595756298397	288.3676206043356	424.85269566434096	310.9212880143809	0.0	874.7106861216121	1195.0959089663163
PWY-5184	toluene degradation VI (anaerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.1406998896344	0.0
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	2150.51019695644	1624.610985622635	2569.4875477233923	1596.426241820295	1727.4403203312718	3518.135345416516	3267.927842862571	1539.0741263771015	1892.128430244724	22091.676603384203	17198.673509132732	26337.496621245435	19411.517044163047	31551.823633142576	8731.747129219062
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	2145.700958394354	1643.1314983234777	2588.702813582559	1604.5356334992423	1730.8362458667473	3520.23000094472	3265.629216769544	1540.1617871485812	1894.9660403544383	20813.670810040607	16652.148822284926	25244.92882541838	18840.19733216857	30297.158847867657	8643.980856898126
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	0.0	765.9236902056549	83.95783866551764	710.2082864577322	687.4557757412384	478.4000658022298	107.91282812296828	304.86288563857664	424.28270507795605	435.6349848860818	883.2700025654924	1731.8285340134266	422.3608969623991	1909.175716245181	274.67515537996195
PWY-5266	p-cymene degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	937.4285573469974	0.0	0.0	0.0
PWY-5273	p-cumate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	937.4285573469974	0.0	0.0	0.0
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	0.0	26.0	17.490000000000002	18.0	27.49	7.0	20.01	7.5	9.0	3549.7200000000007	2285.54	4185.0	2510.0	5065.4400000000005	166.01
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	2681.434530261052	2235.9200944988183	4626.571091105155	2439.908527834135	2521.5164525305145	5166.314703217281	4828.026551916687	2712.8231116016063	3274.544460766428	16373.460787198355	14179.805420975488	16344.406677521789	19567.451132660404	21864.31658385489	11086.920752560562
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	11143.498516854192	12056.02283327535	16028.051299140849	10493.13397086026	12887.93219470916	20036.73524492925	18564.8841927694	9764.020594676404	12344.12460156424	22022.03443536504	16381.23121731068	25010.243752213744	22828.274627494084	30523.383330970188	30209.80104394741
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	43159.69453689018	178238.6914521893	105405.2691315352	79797.42578802636	111050.2103646874	87792.86811219556	85373.80959678863	51220.88676651056	66278.86372944544	3535.607539517837	4277.880175527951	4493.750699108509	7681.276813064639	6816.1661621368285	31928.461359757188
PWY-5392	reductive TCA cycle II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.48477700328572	27.97333357400379	0.0	34.968799511176734	27.9846644512895	0.0
PWY-5415	catechol degradation I (meta-cleavage pathway)	618.5063800570094	633.3683633445219	1640.75108662525	692.8948448964018	376.47585032246354	1990.4563092001315	1446.19131733211	1169.7196071359692	891.7118961291445	1938.496738393197	1928.212587118854	1119.456961342361	1815.6232437974925	3489.178054036352	3242.164741086944
PWY-5417	catechol degradation III (ortho-cleavage pathway)	372.1016073576206	136.33966245435556	293.8884632805812	422.4125693959501	223.24857902915545	856.8673788370111	315.396731972878	372.6854704311205	333.7124404415283	733.1429736523176	2735.794694052906	1284.2993967241566	1909.9741570669528	1390.7846768692796	1385.1810323795178
PWY-5419	catechol degradation to 2-oxopent-4-enoate II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1381.2744343748057	563.0210498576048	202.78005507336823	323.5741721731333	877.1758917850042	0.0
PWY-5420	catechol degradation II (meta-cleavage pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1577.0730077854596	802.4008534368727	313.4063588010434	499.7624214732826	1295.407031724066	0.0
PWY-5430	meta cleavage pathway of aromatic compounds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531.5110456202748	704.2073752310953	252.86637540342383	460.981772943115	682.3273679258299	0.0
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	372.1016073576206	136.33966245435556	293.8884632805812	422.4125693959501	223.24857902915545	856.8673788370111	315.396731972878	372.6854704311205	333.7124404415283	733.1429736523176	2735.794694052906	1284.2993967241566	1909.9741570669528	1390.7846768692796	1385.1810323795178
PWY-5484	glycolysis II (from fructose 6-phosphate)	45102.29750593544	168466.31508353562	96587.75617961616	78520.06106933043	108331.88451309652	93160.9942926737	76325.6497369032	50821.91892831617	69300.31371364565	27202.03967660979	18918.15564505799	25789.861381011327	25697.959256003134	35380.492719803406	47568.23305003874
PWY-5499	vitamin B6 degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.944444444444444	0.0	0.0
PWY-5505	L-glutamate and L-glutamine biosynthesis	1490.4093548206267	379.2923387887357	602.7392718193206	1090.0037487270222	1158.6257076740062	2712.8826623678347	1020.9496585036428	1015.4517678019148	1169.6344031866263	15482.577080746962	12898.496945937191	13183.814893570936	12537.13446746091	13319.105101797712	4857.670232972414
PWY-5507	adenosylcobalamin biosynthesis I (early cobalt insertion)	77.289517589544	172.07700099822563	302.20214444446924	0.0	208.4846149103612	364.2577869194435	237.4991881280769	101.14961243400688	71.53998374791175	5034.247393493895	2808.572117778279	5374.379830475715	6934.10151497123	6661.2722125944665	58.890497242328216
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	1351.081665159089	824.8883889196771	1455.466930974748	593.5786322026809	807.6910591962222	2181.7874144753223	2266.932063484943	659.4346618833514	917.5744939658496	16253.219984667152	13823.002215053952	23111.237010193512	14651.843682109118	23927.694489771668	2695.6478282006897
PWY-5529	superpathway of bacteriochlorophyll a biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.5633114514392	24.75237607111445	0.0	50.69631014687079	112.57572339896836	0.0
PWY-5531	chlorophyllide a biosynthesis II (anaerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	461.0586981748928	20.9442967922442	62.32244128565533	58.01022027885364	140.9779296320724	0.0
PWY-5532	adenosine nucleotides degradation IV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.49217401077416	421.7466822837764	988.5198475813507	281.5814244761245	1013.902951457352	0.0
PWY-5647	2-nitrobenzoate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0069208966677	281.60372831128865	83.15966348260574	153.7317890903481	330.8467696278586	0.0
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1592.2601910847827	828.9018075671083	545.1414111093796	554.3844113164861	676.6614926222704	0.0
PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	733.1236923117049	322.5886738497629	108.82370713643382	187.1734308185764	397.6373123252977	0.0
PWY-5655	L-tryptophan degradation IX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	617.1637074829836	523.5773136755291	176.9258677160592	306.2168182987802	601.6782918736045	0.0
PWY-5659	GDP-mannose biosynthesis	2650.322716402646	3130.371130089732	6181.854189950108	3073.282280027694	2858.455053681603	5447.170741261907	6096.765256899507	2586.1271806741856	3201.3279526586225	27097.3859332117	20039.855492229144	29761.30826981843	23368.44902663333	33276.00061459938	9342.704837080548
PWY-5667	CDP-diacylglycerol biosynthesis I	67209.55726960738	276168.0171902094	163143.97297014715	130622.9281166224	181575.79621687488	137999.99920312094	129629.88120717886	79056.84621117376	101535.08641095964	37762.49859747514	27005.061209456024	41176.89275239882	32475.713895214416	49162.691365376	56650.97001469247
PWY-5676	acetyl-CoA fermentation to butanoate II	798.2028406131675	0.0	445.76763400144887	582.3601266449142	721.6477637960228	1818.906122433524	711.4509021614913	467.13096771233705	624.3624703427301	9384.987749969714	7579.04043541477	11365.483670549398	9365.495370002163	14257.281315729306	244.1254719120696
PWY-5677	succinate fermentation to butanoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1008.8923616734642	1203.8507485621608	2414.1452904616444	1424.3008580583446	1605.9983254806546	0.0
PWY-5686	UMP biosynthesis	63798.22832070794	260122.3105814393	153273.74668378336	122718.57866891782	170487.81648593163	130826.59927616188	122482.75373769068	74646.78677003003	95949.53961898045	34914.541703196446	24111.084621789647	38420.04889245531	29398.44142022812	44579.88271657368	51587.74816422489
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	57085.39116919828	227322.53559514845	138062.01104314724	108487.22927025644	149877.86842013465	116454.00590439896	107860.65214457724	67608.0461799108	88803.12719517681	32620.441832266348	22769.827645878	35098.6295974692	28160.55873340737	41802.10714829112	52651.06467995955
PWY-5705	allantoin degradation to glyoxylate III	1433.41954121365	1052.550753425283	1793.8791118418335	700.2417746246647	561.5774863955407	2253.795676959374	2548.1474770605923	941.3534716865224	935.7810446643402	1976.7123906595896	3250.46379030135	3029.9053668417814	4877.264831922018	3188.784378527236	2947.381123369597
PWY-5741	ethylmalonyl-CoA pathway	0.0	0.0	5.213845733155705	0.0	0.0	0.0	0.0	0.0	0.0	2133.380104850317	4003.6294637196447	2115.285231139512	3537.404258655386	2154.099852913576	0.0
PWY-5747	2-methylcitrate cycle II	882.0760116293258	626.7190626071837	1397.0571261503	749.9209793904643	815.360841431613	1893.231881393493	1566.1985716775207	929.3787061324144	1001.194286707692	3286.8383926527194	3448.5666284971744	3061.270029849983	4398.034135601601	4437.958356083169	4529.386231841198
